排名,影片名称,演职人员,得分,评价,电影海报URL
11,三傻大闹宝莱坞,"导演: 拉库马·希拉尼 Rajkumar Hirani   主演: 阿米尔·汗 Aamir Khan / 卡...
                            2009 / 印度 / 剧情 喜剧 爱情 歌舞",9.2,英俊版憨豆，高情商版谢耳朵。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p579729551.jpg
12,海上钢琴师,"导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 蒂姆·罗斯 Tim Roth / ...
                            1998 / 意大利 / 剧情 音乐",9.2,每个人都要走一条自己坚定了的路，就算是粉身碎骨。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p511146807.jpg
13,忠犬八公的故事,"导演: 莱塞·霍尔斯道姆 Lasse Hallström   主演: 理查·基尔 Richard Ger...
                            2009 / 美国 英国 / 剧情",9.2,永远都不能忘记你所爱的人。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p524964016.jpg
14,放牛班的春天,"导演: 克里斯托夫·巴拉蒂 Christophe Barratier   主演: 杰拉尔·朱诺 Géra...
                            2004 / 法国 瑞士 德国 / 剧情 音乐",9.2,天籁一般的童声，是最接近上帝的存在。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910824951.jpg
15,大话西游之大圣娶亲,"导演: 刘镇伟 Jeffrey Lau   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng...
                            1995 / 香港 中国大陆 / 喜剧 爱情 奇幻 冒险",9.2,一生所爱。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg
16,楚门的世界,"导演: 彼得·威尔 Peter Weir   主演: 金·凯瑞 Jim Carrey / 劳拉·琳妮 Lau...
                            1998 / 美国 / 剧情 科幻",9.1,如果再也不能见到你，祝你早安，午安，晚安。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p479682972.jpg
17,龙猫,"导演: 宫崎骏 Hayao Miyazaki   主演: 日高法子 Noriko Hidaka / 坂本千夏 Ch...
                            1988 / 日本 / 儿童 动画 奇幻 家庭",9.1,人人心中都有个龙猫，童年就永远不会消失。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p537668599.jpg
18,教父,"导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 马龙·白兰度 M...
                            1972 / 美国 / 剧情 犯罪",9.2,千万不要记恨你的对手，这样会让你失去理智。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2190556185.jpg
19,熔炉,"导演: 黄东赫 Dong-hyuk Hwang   主演: 孔侑 Yoo Gong / 郑有美 Yu-mi Jeong ...
                            2011 / 韩国 / 剧情",9.2,我们一路奋战不是为了改变世界，而是为了不让世界改变我们。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1363250216.jpg
20,星际穿越,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 马修·麦康纳 Matthew Mc...
                            2014 / 美国 英国 加拿大 冰岛 / 剧情 科幻 冒险",9.2,爱是一种力量，让我们超越时空感知它的存在。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206088801.jpg
21,乱世佳人,"导演: 维克多·弗莱明 Victor Fleming / 乔治·库克 George Cukor   主演: 托...
                            1939 / 美国 / 剧情 历史 爱情 战争",9.2,Tomorrow is another day.,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1963126880.jpg
22,触不可及,"导演: 奥利维·那卡什 Olivier Nakache / 艾力克·托兰达 Eric Toledano   主...
                            2011 / 法国 / 剧情 喜剧",9.1,满满温情的高雅喜剧。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg
23,无间道,"导演: 刘伟强 / 麦兆辉   主演: 刘德华 / 梁朝伟 / 黄秋生
                            2002 / 香港 / 剧情 犯罪 悬疑",9.0,香港电影史上永不过时的杰作。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2233971046.jpg
24,当幸福来敲门,"导演: 加布里尔·穆奇诺 Gabriele Muccino   主演: 威尔·史密斯 Will Smith ...
                            2006 / 美国 / 剧情 传记 家庭",8.9,平民励志片。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1312700628.jpg
25,天堂电影院,"导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 安东娜拉·塔莉 Antonel...
                            1988 / 意大利 法国 / 剧情 爱情",9.1,那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910901025.jpg
26,怦然心动,"导演: 罗伯·莱纳 Rob Reiner   主演: 玛德琳·卡罗尔 Madeline Carroll / 卡...
                            2010 / 美国 / 剧情 喜剧 爱情",8.9,真正的幸福是来自内心深处。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p663036666.jpg
27,十二怒汉,"导演: Sidney Lumet   主演: 亨利·方达 Henry Fonda / 马丁·鲍尔萨姆 Marti...
                            1957 / 美国 / 剧情",9.4,1957年的理想主义。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg
28,搏击俱乐部,"导演: 大卫·芬奇 David Fincher   主演: 爱德华·诺顿 Edward Norton / 布拉...
                            1999 / 美国 德国 / 剧情 动作 悬疑 惊悚",9.0,邪恶与平庸蛰伏于同一个母体，在特定的时间互相对峙。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910926158.jpg
29,少年派的奇幻漂流,"导演: 李安 Ang Lee   主演: 苏拉·沙玛 Suraj Sharma / 伊尔凡·可汗 Irrfan...
                            2012 / 美国 台湾 英国 加拿大 / 剧情 奇幻 冒险",9.0,瑰丽壮观、无人能及的冒险之旅。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg
30,鬼子来了,"导演: 姜文 Wen Jiang   主演: 姜文 Wen Jiang / 香川照之 Teruyuki Kagawa /...
                            2000 / 中国大陆 / 剧情 历史 战争",9.2,对敌人的仁慈，就是对自己残忍。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1181775734.jpg
31,蝙蝠侠：黑暗骑士,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...
                            2008 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚",9.1,无尽的黑暗。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg
32,活着,"导演: 张艺谋 Yimou Zhang   主演: 葛优 You Ge / 巩俐 Li Gong / 姜武 Wu Jiang
                            1994 / 中国大陆 香港 / 剧情 历史 家庭",9.1,张艺谋最好的电影。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2513253791.jpg
33,指环王3：王者无敌,"导演: 彼得·杰克逊 Peter Jackson   主演: 维果·莫腾森 Viggo Mortensen / ...
                            2003 / 美国 新西兰 / 剧情 动作 奇幻 冒险",9.1,史诗的终章。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910825503.jpg
34,天空之城,"导演: 宫崎骏 Hayao Miyazaki   主演: 田中真弓 Mayumi Tanaka / 横泽启子 Ke...
                            1986 / 日本 / 动画 奇幻 冒险",9.0,对天空的追逐，永不停止。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1446261379.jpg
35,疯狂动物城,"导演: 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore   主演: 金妮弗·...
                            2016 / 美国 / 喜剧 动画 冒险",9.2,迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2315672647.jpg
36,大话西游之月光宝盒,"导演: 刘镇伟 Jeffrey Lau   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng...
                            1995 / 香港 中国大陆 / 喜剧 爱情 奇幻 冒险",8.9,旷古烁今。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1280323646.jpg
37,罗马假日,"导演: 威廉·惠勒 William Wyler   主演: 奥黛丽·赫本 Audrey Hepburn / 格...
                            1953 / 美国 / 喜剧 剧情 爱情",8.9,爱情哪怕只有一天。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189265085.jpg
38,飞屋环游记,"导演: 彼特·道格特 Pete Docter / 鲍勃·彼德森 Bob Peterson   主演: 爱德...
                            2009 / 美国 / 剧情 喜剧 动画 冒险",8.9,最后那些最无聊的事情，才是最值得怀念的。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2364094053.jpg
39,窃听风暴,"导演: 弗洛里安·亨克尔·冯·多纳斯马 Florian Henckel von Donnersmarck   ...
                            2006 / 德国 / 剧情 悬疑",9.1,别样人生。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1808872109.jpg
40,两杆大烟枪,"导演: Guy Ritchie   主演: Jason Flemyng / Dexter Fletcher / Nick Moran
                            1998 / 英国 / 剧情 喜剧 犯罪",9.1,4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg
41,控方证人,"导演: 比利·怀尔德 Billy Wilder   主演: 查尔斯·劳顿 Charles Laughton / ...
                            1957 / 美国 / 剧情 犯罪 悬疑",9.6,比利·怀德满分作品。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1505392928.jpg
42,飞越疯人院,"导演: 米洛斯·福尔曼 Miloš Forman   主演: 杰克·尼科尔森 Jack Nichols...
                            1975 / 美国 / 剧情",9.0,自由万岁。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792238287.jpg
43,闻香识女人,"导演: 马丁·布莱斯 Martin Brest   主演: 阿尔·帕西诺 Al Pacino / 克里斯...
                            1992 / 美国 / 剧情",8.9,史上最美的探戈。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p925123037.jpg
44,哈尔的移动城堡,"导演: 宫崎骏 Hayao Miyazaki   主演: 倍赏千惠子 Chieko Baishô / 木村拓...
                            2004 / 日本 / 动画 奇幻 冒险",8.9,带着心爱的人在天空飞翔。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174346180.jpg
45,海豚湾,"导演: Louie Psihoyos   主演: John Chisholm / Mandy-Rae Cruikshank / Char...
                            2009 / 美国 / 纪录片",9.3,海豚的微笑，是世界上最高明的伪装。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455222172.jpg
46,V字仇杀队,"导演: 詹姆斯·麦克特格 James McTeigue   主演: 娜塔莉·波特曼 Natalie Por...
                            2005 / 美国 英国 德国 / 剧情 动作 科幻 惊悚",8.8,一张面具背后的理想与革命。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1465235231.jpg
47,辩护人,"导演: 杨宇硕 Woo-seok Yang   主演: 宋康昊 Kang-ho Song / 吴达洙 Dal-su O...
                            2013 / 韩国 / 剧情",9.1,电影的现实意义大过电影本身。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2158166535.jpg
48,死亡诗社,"导演: 彼得·威尔 Peter Weir   主演: 罗宾·威廉姆斯 Robin Williams / 罗伯...
                            1989 / 美国 / 剧情",9.0,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910824340.jpg
49,教父2,"导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...
                            1974 / 美国 / 剧情 犯罪",9.1,优雅的孤独。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2194138787.jpg
50,美丽心灵,"导演: 朗·霍华德 Ron Howard   主演: 罗素·克劳 Russell Crowe / 詹妮弗·...
                            2001 / 美国 / 传记 剧情",8.9,爱是一切逻辑和原由。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1665997400.jpg
51,指环王2：双塔奇兵,"导演: 彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...
                            2002 / 美国 新西兰 / 剧情 动作 奇幻 冒险",9.0,承前启后的史诗篇章。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p909265336.jpg
52,指环王1：魔戒再现,"导演: 彼得·杰克逊 Peter Jackson   主演: 伊利亚·伍德 Elijah Wood / 西恩...
                            2001 / 新西兰 美国 / 剧情 动作 奇幻 冒险",8.9,传说的开始。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1354436051.jpg
53,情书,"导演: 岩井俊二 Shunji Iwai   主演: 中山美穗 Miho Nakayama / 丰川悦司 Ets...
                            1995 / 日本 / 剧情 爱情",8.8,暗恋的极致。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p449897379.jpg
54,饮食男女,"导演: 李安 Ang Lee   主演: 郎雄 Sihung Lung / 杨贵媚 Kuei-Mei Yang / 吴...
                            1994 / 台湾 美国 / 剧情 家庭",9.1,人生不能像做菜，把所有的料都准备好了才下锅。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910899751.jpg
55,摔跤吧！爸爸,"导演: 涅提·蒂瓦里 Nitesh Tiwari   主演: 阿米尔·汗 Aamir Khan / 法缇玛...
                            2016 / 印度 / 剧情 传记 运动 家庭",9.1,你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2457983084.jpg
56,美国往事,"导演: 赛尔乔·莱翁内 Sergio Leone   主演: 罗伯特·德尼罗 Robert De Niro ...
                            1984 / 意大利 美国 / 犯罪 剧情",9.1,往事如烟，无处祭奠。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg
57,狮子王,"导演: Roger Allers / 罗伯·明可夫 Rob Minkoff   主演: 乔纳森·泰勒·托马...
                            1994 / 美国 / 剧情 动画 冒险 歌舞 家庭",8.9,动物版《哈姆雷特》。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p726659067.jpg
58,钢琴家,"导演: 罗曼·波兰斯基 Roman Polanski   主演: 艾德里安·布洛迪 Adrien Brod...
                            2002 / 法国 德国 英国 波兰 / 剧情 传记 历史 战争 音乐",9.0,音乐能化解仇恨。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792484461.jpg
59,天使爱美丽,"导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...
                            2001 / 法国 德国 / 喜剧 爱情",8.7,法式小清新。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p803896904.jpg
60,素媛,"导演: 李濬益 Jun-ik Lee   主演: 薛景求 Kyung-gu Sol / 严志媛 Ji-won Uhm ...
                            2013 / 韩国 / 剧情",9.1,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2118532944.jpg
61,七宗罪,"导演: 大卫·芬奇 David Fincher   主演: 摩根·弗里曼 Morgan Freeman / 布...
                            1995 / 美国 / 剧情 犯罪 悬疑 惊悚",8.7,警察抓小偷，老鼠玩死猫。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p457631605.jpg
62,小鞋子,"导演: 马基德·马基迪 Majid Majidi   主演: Amir Farrokh Hashemian / 默罕...
                            1997 / 伊朗 / 剧情 家庭 儿童",9.2,奔跑的孩子是天使。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173580603.jpg
63,被嫌弃的松子的一生,"导演: 中岛哲也 Tetsuya Nakashima   主演: 中谷美纪 Miki Nakatani / 瑛太 E...
                            2006 / 日本 / 剧情 歌舞",8.9,以戏谑来戏谑戏谑。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453723669.jpg
64,致命魔术,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 休·杰克曼 Hugh Jackman...
                            2006 / 美国 英国 / 剧情 悬疑 惊悚",8.8,孪生蝙蝠侠大战克隆金刚狼。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg
65,看不见的客人,"导演: 奥里奥尔·保罗 Oriol Paulo   主演: 马里奥·卡萨斯 Mario Casas / 阿...
                            2016 / 西班牙 / 剧情 犯罪 悬疑 惊悚",8.8,你以为你以为的就是你以为的。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg
66,音乐之声,"导演: Robert Wise   主演: 朱丽·安德鲁斯 Julie Andrews / 克里斯托弗·普...
                            1965 / 美国 / 剧情 传记 爱情 歌舞",8.9,用音乐化解仇恨，让歌声串起美好。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453788577.jpg
67,勇敢的心,"导演: 梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛...
                            1995 / 美国 / 动作 传记 剧情 历史 战争",8.8,史诗大片的典范。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1374546770.jpg
68,本杰明·巴顿奇事,"导演: 大卫·芬奇 David Fincher   主演: 凯特·布兰切特 Cate Blanchett / ...
                            2008 / 美国 / 剧情 爱情 奇幻",8.8,在时间之河里感受溺水之苦。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192535722.jpg
69,剪刀手爱德华,"导演: Tim Burton   主演: 约翰尼·德普 Johnny Depp / 薇诺娜·瑞德 Winona ...
                            1990 / 美国 / 剧情 奇幻 爱情",8.7,浪漫忧郁的成人童话。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg
70,低俗小说,"导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 约翰·特拉沃尔塔 John Tra...
                            1994 / 美国 / 剧情 喜剧 犯罪",8.8,故事的高级讲法。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg
71,西西里的美丽传说,"导演: 朱塞佩·托纳多雷 Giuseppe Tornatore   主演: 莫妮卡·贝鲁奇 Monica ...
                            2000 / 意大利 美国 / 剧情 战争 情色",8.7,美丽无罪。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792400696.jpg
72,黑客帝国,"导演: 安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski   主...
                            1999 / 美国 澳大利亚 / 动作 科幻",8.8,视觉革命。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p451926968.jpg
73,拯救大兵瑞恩,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...
                            1998 / 美国 / 剧情 历史 战争",8.9,美利坚精神输出大片No1.,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1014542496.jpg
74,沉默的羔羊,"导演: 乔纳森·戴米 Jonathan Demme   主演: 朱迪·福斯特 Jodie Foster / 安...
                            1991 / 美国 / 剧情 犯罪 惊悚",8.7,安东尼·霍普金斯的顶级表演。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg
75,入殓师,"导演: 泷田洋二郎 Yôjirô Takita   主演: 本木雅弘 Masahiro Motoki / ...
                            2008 / 日本 / 剧情",8.8,死可能是一道门，逝去并不是终结，而是超越，走向下一程。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p594972928.jpg
76,蝴蝶效应,"导演: 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber   主...
                            2004 / 美国 加拿大 / 剧情 悬疑 科幻 惊悚",8.7,人的命运被自己瞬间的抉择改变。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.jpg
77,让子弹飞,"导演: 姜文 Wen Jiang   主演: 姜文 Wen Jiang / 葛优 You Ge / 周润发 Yun-F...
                            2010 / 中国大陆 香港 / 剧情 喜剧 动作 西部",8.7,你给我翻译翻译，神马叫做TMD的惊喜。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg
78,春光乍泄,"导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 梁朝伟 Tony Leu...
                            1997 / 香港 日本 韩国 / 剧情 爱情 同性",8.8,爱情纠缠，男女一致。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg
79,玛丽和马克思,"导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...
                            2009 / 澳大利亚 / 剧情 动画",8.9,你是我最好的朋友，你是我唯一的朋友 。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1820615077.jpg
80,大闹天宫,"导演: 万籁鸣 Laiming Wan / 唐澄 Cheng  Tang   主演: 邱岳峰 Yuefeng Qiu /...
                            1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆) / 2004(中国大陆) / 中国大陆 / 动画 奇幻",9.2,经典之作，历久弥新。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2184505167.jpg
81,心灵捕手,"导演: 格斯·范·桑特 Gus Van Sant   主演: 马特·达蒙 Matt Damon / 罗宾·...
                            1997 / 美国 / 剧情",8.8,人生中应该拥有这样的一段豁然开朗。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg
82,末代皇帝,"导演: 贝纳尔多·贝托鲁奇 Bernardo Bertolucci   主演: 尊龙 John Lone / 陈...
                            1987 / 意大利 中国大陆 英国 法国 / 剧情 传记 历史",8.9,“不要跟我比惨，我比你更惨”再适合这部电影不过了。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452088641.jpg
83,阳光灿烂的日子,"导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao
                            1994 / 中国大陆 香港 / 剧情",8.8,一场华丽的意淫。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p967457079.jpg
84,幽灵公主,"导演: 宫崎骏 Hayao Miyazaki   主演: 松田洋治 Yôji Matsuda / 石田百合...
                            1997 / 日本 / 动作 爱情 战争 动画 奇幻 冒险",8.8,人与自然的战争史诗。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg
85,第六感,"导演: M·奈特·沙马兰 M. Night Shyamalan   主演: 布鲁斯·威利斯 Bruce Wi...
                            1999 / 美国 / 剧情 悬疑 惊悚",8.8,深入内心的恐怖，出人意料的结局。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg
86,重庆森林,"导演: 王家卫 Kar Wai Wong   主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...
                            1994 / 香港 / 剧情 爱情",8.7,寂寞没有期限。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg
87,布达佩斯大饭店,"导演: 韦斯·安德森 Wes Anderson   主演: 拉尔夫·费因斯 Ralph Fiennes / ...
                            2014 / 美国 德国 英国 / 剧情 喜剧 冒险",8.8,小清新的故事里注入了大历史的情怀。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg
88,禁闭岛,"导演: Martin Scorsese   主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...
                            2010 / 美国 / 剧情 悬疑 惊悚",8.7,昔日翩翩少年，今日大腹便便。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1832875827.jpg
89,哈利·波特与魔法石,"导演: Chris Columbus   主演: Daniel Radcliffe / Emma Watson / Rupert Grint
                            2001 / 美国 英国 / 奇幻 冒险",8.7,童话世界的开端。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p804947166.jpg
90,大鱼,"导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...
                            2003 / 美国 / 剧情 家庭 奇幻 冒险",8.7,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg
91,狩猎,"导演: 托马斯·温特伯格 Thomas Vinterberg   主演: 麦斯·米科尔森 Mads Mik...
                            2012 / 丹麦 瑞典 / 剧情",9.0,人言可畏。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg
92,致命ID,"导演: James Mangold   主演: John Cusack / Ray Liotta / Amanda Peet
                            2003 / 美国 / 剧情 悬疑 惊悚",8.6,最不可能的那个人永远是最可能的。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453720880.jpg
93,射雕英雄传之东成西就,"导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...
                            1993 / 香港 / 喜剧 古装",8.7,百看不厌。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1993903133.jpg
94,甜蜜蜜,"导演: 陈可辛 Peter Chan   主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...
                            1996 / 香港 / 剧情 爱情",8.8,相逢只要一瞬间，等待却像是一辈子。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1962839732.jpg
95,猫鼠游戏,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 莱昂纳多·迪卡普里奥 L...
                            2002 / 美国 加拿大 / 传记 犯罪 剧情",8.7,骗子大师和执著警探的你追我跑故事。 ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg
